Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1216,534426040,20.0,RL,10007,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806.0,Unf,0.0,247.0,1053.0,GasA,Ex,Y,SBrkr,1053.0,0.0,0,1053,1.0,0.0,1,1,3.0,1,Gd,5,Typ,0.0,Has No Fireplace,Attchd,1959,RFn,1.0,312.0,TA,TA,Y,0,0.0,0,0,0,0,0,8,2008,WD,Normal,145500.0
1217,534427040,20.0,RL,10721,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6.0,1959,1959,Hip,CompShg,HdBoard,HdBoard,Stone,243.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1252.0,1252.0,GasA,Ex,Y,SBrkr,1252.0,0.0,0,1252,0.0,0.0,1,0,3.0,1,Gd,7,Typ,0.0,Has No Fireplace,Detchd,1960,Unf,2.0,528.0,TA,TA,Y,0,39.0,0,0,0,0,0,10,2008,WD,Normal,142000.0
1218,534428020,20.0,RL,12493,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5.0,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,419.0,Rec,0.0,375.0,1100.0,GasA,TA,Y,SBrkr,1100.0,0.0,0,1100,1.0,0.0,1,0,3.0,1,TA,6,Typ,1.0,Po,Attchd,1960,RFn,1.0,312.0,TA,TA,Y,355,0.0,0,0,0,0,0,4,2008,WD,Normal,141000.0
1219,534428100,20.0,RL,11332,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1960,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,528.0,Unf,0.0,590.0,1118.0,GasA,Ex,Y,SBrkr,1118.0,0.0,0,1118,1.0,0.0,1,0,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,1960,RFn,1.0,264.0,TA,TA,Y,290,0.0,0,0,0,0,0,8,2008,WD,Normal,153000.0
1220,534451080,20.0,RL,6627,Pave,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6.0,1949,1950,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Has No Basement,Has No Basement,Has No Basement,Has No Basement,0.0,Has No Basement,0.0,0.0,0.0,Floor,TA,N,SBrkr,720.0,0.0,0,720,0.0,0.0,1,0,2.0,1,TA,4,Typ,0.0,Has No Fireplace,Detchd,1955,Unf,1.0,287.0,TA,Fa,Y,0,0.0,0,0,0,0,0,7,2008,WD,Normal,72500.0
1221,534451170,30.0,RL,4130,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6.0,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,270.0,270.0,GasA,Gd,Y,SBrkr,729.0,0.0,0,729,0.0,0.0,1,0,2.0,1,TA,5,Maj2,0.0,Has No Fireplace,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,N,0,0.0,0,0,0,0,0,7,2008,WD,Normal,52000.0
1222,534452060,157.5,RL,7420,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,5,6.0,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,851.0,Unf,0.0,140.0,991.0,GasA,Ex,Y,SBrkr,1077.0,0.0,0,1077,1.0,0.0,1,0,2.0,1,TA,5,Typ,2.0,TA,Attchd,1939,RFn,1.0,205.0,Gd,TA,Y,0,4.0,0,0,0,0,0,1,2008,WD,Normal,118000.0
1223,534453140,70.0,RL,4882,Pave,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7.0,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,120.0,Unf,0.0,228.0,348.0,GasA,TA,Y,SBrkr,453.0,453.0,0,906,0.0,0.0,1,0,2.0,1,TA,5,Typ,0.0,Has No Fireplace,Basment,1937,Unf,1.0,231.0,Fa,TA,Y,0,0.0,0,0,0,0,0,9,2008,WD,Normal,87000.0
1224,534455030,20.0,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203.0,Fa,Fa,CBlock,TA,TA,No,Rec,658.0,Unf,0.0,638.0,1296.0,GasA,TA,Y,SBrkr,1496.0,0.0,0,1496,0.0,0.0,2,0,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,1960,RFn,2.0,450.0,TA,TA,Y,0,22.0,0,0,0,0,0,2,2008,WD,Normal,141500.0
1225,534477080,50.0,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5.0,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,280.0,Unf,0.0,752.0,1032.0,GasA,TA,Y,FuseA,1032.0,220.0,0,1252,0.0,0.0,1,0,3.0,1,TA,6,Typ,0.0,Has No Fireplace,Attchd,1950,Unf,1.0,288.0,TA,TA,Y,0,0.0,0,0,0,0,0,4,2008,WD,Abnorml,119000.0
1226,534477090,20.0,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.5,1950,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,32.0,Rec,0.0,232.0,572.0,GasA,Gd,Y,SBrkr,1337.0,0.0,0,1337,1.0,0.0,1,0,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,1950,RFn,1.0,264.0,TA,TA,Y,0,187.5,0,0,0,0,0,9,2008,WD,Normal,141500.0
1227,534477270,80.0,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6.0,1955,1996,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,831.0,Unf,0.0,161.0,992.0,GasA,Gd,Y,SBrkr,1661.0,0.0,0,1661,1.0,0.0,1,0,3.0,1,Gd,8,Typ,1.0,TA,BuiltIn,1955,RFn,1.0,377.0,TA,TA,Y,0,28.0,0,0,0,0,0,10,2008,WD,Normal,165500.0
1228,534479150,20.0,RL,7584,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,5.0,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,LwQ,531.0,Unf,0.0,505.0,1036.0,GasA,Ex,Y,SBrkr,1036.0,0.0,0,1036,0.0,0.0,1,0,3.0,1,TA,5,Typ,0.0,Has No Fireplace,Attchd,1953,RFn,1.0,312.0,TA,TA,Y,120,24.0,0,0,0,0,0,6,2008,WD,Normal,112900.0
1229,535103050,60.0,RL,13700,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6.0,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454.0,Unf,0.0,410.0,864.0,GasA,TA,Y,SBrkr,902.0,918.0,0,1820,0.0,0.0,1,2,4.0,1,Gd,8,Typ,2.0,Gd,Attchd,1965,Unf,2.0,492.0,TA,TA,Y,60,84.0,0,0,0,0,0,5,2008,WD,Normal,201800.0
1230,535104020,20.0,RL,10197,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288.0,Rec,0.0,700.0,1362.0,GasA,TA,Y,SBrkr,1362.0,0.0,0,1362,1.0,0.0,1,1,3.0,1,TA,6,Typ,1.0,TA,Attchd,1961,Unf,2.0,504.0,TA,TA,Y,0,20.0,0,0,0,0,0,6,2008,COD,Normal,163000.0
1231,535105030,20.0,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572.0,Unf,0.0,572.0,1144.0,GasA,Gd,Y,SBrkr,1144.0,0.0,0,1144,1.0,0.0,1,0,3.0,1,TA,6,Typ,0.0,Has No Fireplace,Attchd,1961,Unf,2.0,456.0,TA,TA,Y,0,0.0,0,0,0,0,0,9,2008,WD,Normal,139950.0
1232,535105060,20.0,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7.5,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1319.0,1319.0,GasA,TA,Y,SBrkr,1537.0,0.0,0,1537,1.0,0.0,1,1,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,1962,RFn,2.0,462.0,TA,TA,Y,0,36.0,0,0,0,0,0,7,2008,COD,Abnorml,174000.0
1233,535105090,80.0,RL,9150,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5.0,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371.0,Unf,0.0,728.0,1099.0,GasA,Gd,Y,SBrkr,1431.0,0.0,0,1431,0.0,0.0,1,0,3.0,1,TA,6,Typ,1.0,Gd,Basment,1962,RFn,1.0,296.0,TA,TA,Y,64,110.0,0,0,0,0,0,12,2008,WD,Normal,165000.0
1234,535126140,60.0,RL,14670,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7.0,1966,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,410.0,Gd,Gd,CBlock,TA,TA,No,BLQ,575.0,Unf,0.0,529.0,1104.0,GasA,Ex,Y,SBrkr,1104.0,884.0,0,1988,0.0,0.0,2,1,4.0,1,Gd,9,Typ,1.0,Gd,Attchd,1966,RFn,2.0,480.0,TA,TA,Y,0,187.5,0,0,0,0,0,8,2008,WD,Normal,227000.0
1235,535150210,20.0,RL,7390,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,151.0,TA,TA,CBlock,TA,TA,No,ALQ,902.0,Unf,0.0,196.0,1098.0,GasA,TA,Y,SBrkr,1098.0,0.0,0,1098,1.0,0.0,1,0,3.0,1,TA,6,Typ,0.0,Has No Fireplace,Attchd,1955,Unf,1.0,260.0,TA,TA,Y,0,0.0,0,0,0,0,0,7,2008,WD,Normal,135000.0
1236,535150280,20.0,RL,9204,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,25.0,Rec,0.0,247.0,1144.0,GasA,TA,Y,SBrkr,1144.0,0.0,0,1144,1.0,0.0,1,1,3.0,1,TA,6,Typ,0.0,Has No Fireplace,Detchd,1962,Unf,1.0,336.0,TA,TA,Y,0,88.0,0,0,0,0,0,8,2008,COD,Normal,124000.0
1237,535151160,20.0,RL,7763,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504.0,BLQ,0.0,319.0,931.0,GasA,TA,Y,SBrkr,1283.0,0.0,0,1283,1.0,0.0,1,0,3.0,1,TA,6,Typ,0.0,Has No Fireplace,Detchd,1980,Unf,2.0,506.0,TA,TA,Y,0,0.0,0,0,0,0,0,10,2008,WD,Normal,140000.0
1238,535152200,20.0,RL,8856,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4.0,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,ALQ,621.0,LwQ,0.0,503.0,1176.0,GasA,TA,Y,SBrkr,1176.0,0.0,0,1176,1.0,0.0,1,0,3.0,1,TA,6,Typ,2.0,Gd,Attchd,1957,RFn,1.0,292.0,TA,TA,Y,0,88.0,0,0,0,0,0,5,2008,WD,Normal,136500.0
1239,535153140,20.0,RL,9840,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1959,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1053.0,Unf,0.0,195.0,1248.0,GasA,TA,Y,SBrkr,1440.0,0.0,0,1440,1.0,0.0,2,0,2.0,1,Gd,7,Typ,0.0,Has No Fireplace,Attchd,1959,RFn,1.0,480.0,TA,TA,Y,150,0.0,0,0,0,0,0,6,2008,WD,Normal,185000.0
1240,535153150,20.0,RL,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6.0,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662.0,Unf,0.0,599.0,1261.0,GasA,Ex,Y,SBrkr,1261.0,0.0,0,1261,1.0,0.0,1,0,3.0,1,TA,6,Typ,1.0,TA,Attchd,1958,RFn,2.0,433.0,TA,TA,Y,0,0.0,0,0,0,0,0,11,2008,WD,Normal,163000.0
1241,535176100,20.0,RL,13200,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6.0,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,187.0,TA,TA,CBlock,TA,TA,No,LwQ,958.0,Unf,0.0,437.0,1395.0,GasA,Ex,Y,SBrkr,1570.0,0.0,0,1570,1.0,0.0,1,0,3.0,1,TA,5,Typ,1.0,TA,Attchd,1958,RFn,2.0,441.0,TA,TA,Y,420,0.0,0,0,0,0,0,5,2008,WD,Normal,166800.0
1242,535178060,20.0,RL,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,0.0,580.0,1196.0,GasA,Gd,Y,FuseA,1196.0,0.0,0,1196,1.0,0.0,1,0,2.0,1,TA,6,Typ,1.0,Gd,Attchd,1956,RFn,1.0,297.0,TA,TA,Y,0,44.0,0,0,0,0,0,5,2008,WD,Normal,139000.0
1243,535179060,20.0,RL,11900,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040.0,Unf,0.0,352.0,1392.0,GasA,TA,Y,FuseA,1392.0,0.0,0,1392,1.0,0.0,1,1,3.0,1,TA,6,Typ,2.0,Gd,Attchd,1957,RFn,2.0,458.0,TA,TA,Y,0,0.0,0,0,0,0,0,6,2008,WD,Normal,166000.0
1244,535180100,20.0,RL,9464,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7.0,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570.0,Unf,0.0,510.0,1080.0,GasA,Gd,Y,SBrkr,1080.0,0.0,0,1080,0.0,0.0,1,0,3.0,1,TA,5,Typ,0.0,Has No Fireplace,Attchd,1958,Unf,1.0,288.0,TA,TA,Y,0,0.0,0,0,0,0,0,6,2008,WD,Normal,136000.0
1245,535180120,20.0,RL,10425,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1956,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,774.0,Unf,0.0,330.0,1104.0,GasA,Gd,Y,SBrkr,1104.0,0.0,0,1104,1.0,0.0,1,0,3.0,1,TA,5,Typ,0.0,Has No Fireplace,Attchd,1956,RFn,1.0,384.0,TA,TA,Y,0,0.0,0,0,0,0,0,4,2008,WD,Normal,133000.0
1246,535301080,20.0,RL,11556,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1952,1952,Gable,CompShg,MetalSd,MetalSd,Stone,52.0,TA,TA,CBlock,TA,TA,No,Rec,148.0,Unf,0.0,572.0,720.0,GasA,Ex,Y,FuseA,882.0,0.0,0,882,1.0,0.0,1,0,2.0,1,Gd,4,Typ,0.0,Has No Fireplace,Attchd,1952,Unf,1.0,240.0,TA,TA,Y,0,0.0,0,0,0,0,0,5,2008,WD,Normal,116000.0
1247,535302130,20.0,RL,9373,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,Rec,500.0,LwQ,0.0,456.0,1152.0,GasA,TA,Y,SBrkr,1152.0,0.0,0,1152,0.0,0.0,1,1,3.0,1,TA,6,Typ,0.0,Has No Fireplace,Detchd,1971,Unf,2.0,636.0,TA,TA,Y,0,0.0,0,0,0,0,0,5,2008,WD,Normal,137500.0
1248,535302140,20.0,RL,12774,Pave,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1953,1953,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,624.0,LwQ,0.0,232.0,984.0,GasW,TA,N,SBrkr,950.0,0.0,0,950,0.0,0.0,1,0,2.0,1,TA,5,Typ,0.0,Has No Fireplace,Detchd,1953,Unf,2.0,400.0,TA,TA,Y,0,32.0,0,0,0,0,0,7,2008,WD,Normal,130000.0
1249,535303030,20.0,RL,14250,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1957,1957,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,998.0,998.0,GasA,TA,Y,SBrkr,1790.0,0.0,0,1790,0.0,0.0,2,0,3.0,1,TA,6,Typ,2.0,Gd,Attchd,1957,Fin,2.0,540.0,TA,TA,Y,0,40.0,0,0,0,0,0,9,2008,WD,Normal,180000.0
1250,535305030,20.0,RL,7350,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1951,1951,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852.0,Unf,0.0,100.0,952.0,GasA,TA,Y,SBrkr,952.0,0.0,0,952,1.0,0.0,1,0,2.0,1,TA,4,Typ,0.0,Has No Fireplace,Detchd,1988,Unf,2.0,840.0,TA,TA,Y,0,0.0,0,0,0,0,0,6,2008,COD,Abnorml,139000.0
1251,535305160,20.0,RL,7677,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570.0,Unf,0.0,203.0,773.0,GasA,Gd,Y,SBrkr,773.0,0.0,0,773,0.0,0.0,1,0,2.0,1,TA,4,Typ,0.0,Has No Fireplace,Attchd,1953,Unf,1.0,240.0,TA,TA,Y,0,0.0,0,0,0,0,0,4,2008,WD,Abnorml,110000.0
1252,535327230,20.0,RL,8838,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.5,1957,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Has No Basement,Has No Basement,Has No Basement,Has No Basement,0.0,Has No Basement,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1764.0,0.0,0,1764,0.0,0.0,2,1,4.0,1,TA,7,Maj2,1.0,TA,Attchd,1957,Fin,1.0,301.0,TA,TA,Y,0,72.0,0,0,0,0,0,10,2008,WD,Normal,100000.0
1253,535352080,50.0,RL,8480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5.0,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0.0,390.0,832.0,GasA,TA,Y,SBrkr,832.0,384.0,0,1216,0.0,0.0,1,0,2.0,1,TA,6,Typ,0.0,Has No Fireplace,Detchd,1947,Unf,1.0,336.0,TA,TA,Y,158,0.0,0,0,0,0,0,10,2008,COD,Abnorml,118500.0
1254,535354200,90.0,RL,12436,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5.0,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1700.25,1824.0,GasA,Fa,Y,FuseA,1824.0,0.0,0,1824,0.0,0.0,2,0,4.5,1,TA,9,Typ,0.0,Has No Fireplace,Detchd,1958,Unf,2.0,484.0,TA,TA,Y,0,0.0,0,0,0,0,0,1,2008,WD,Normal,146000.0
1255,535375140,20.0,RL,10122,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6.0,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,Has No Basement,Has No Basement,Has No Basement,Has No Basement,0.0,Has No Basement,0.0,0.0,0.0,GasA,TA,N,SBrkr,869.0,0.0,0,869,0.0,0.0,1,0,1.0,1,TA,3,Typ,0.0,Has No Fireplace,Detchd,1948,Unf,1.0,390.0,Fa,TA,N,0,0.0,0,0,0,0,0,8,2008,WD,Normal,89900.0
1256,535375160,50.0,RL,7506,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7.5,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747.0,412.0,0,1159,0.0,0.0,1,0,3.0,1,TA,5,Typ,0.0,Has No Fireplace,Detchd,1932,Unf,1.0,288.0,Fa,TA,N,84,0.0,0,0,0,0,0,5,2008,WD,Normal,114000.0
1257,535380050,50.0,RL,10930,Pave,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,6.0,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,580.0,Unf,0.0,333.0,913.0,GasA,TA,Y,FuseA,1048.0,510.0,0,1558,1.0,0.0,1,1,3.0,1,TA,6,Typ,1.0,TA,Attchd,1962,Unf,1.0,288.0,TA,TA,Y,0,0.0,0,0,0,0,0,4,2008,WD,Normal,140000.0
1258,535380110,30.0,RL,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7.0,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,672.0,0.0,0,672,0.0,0.0,1,0,2.0,1,TA,4,Typ,0.0,Has No Fireplace,Detchd,1997,Unf,1.0,308.0,TA,TA,N,88,108.0,0,0,0,0,0,7,2008,WD,Normal,86900.0
1259,535380140,50.0,RL,10836,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5.0,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,892.0,892.0,GasA,Ex,Y,SBrkr,1254.0,182.0,0,1436,0.0,0.0,1,0,3.0,1,TA,7,Typ,1.0,Gd,Detchd,1968,Unf,3.5,915.75,Fa,TA,N,0,0.0,0,0,0,0,0,6,2008,WD,Normal,139000.0
1260,535383100,157.5,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7.0,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Has No Basement,Has No Basement,Has No Basement,Has No Basement,0.0,Has No Basement,0.0,0.0,0.0,GasA,TA,N,FuseA,694.0,600.0,0,1294,0.0,0.0,2,0,3.0,1,TA,7,Typ,0.0,Has No Fireplace,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,N,220,114.0,0,0,0,0,0,8,2008,WD,Normal,106250.0
1261,535402120,60.0,RL,9247,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6.0,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,319.0,Unf,0.0,539.0,858.0,GasA,Ex,Y,SBrkr,858.0,858.0,0,1716,0.0,0.0,1,1,4.0,1,TA,8,Typ,1.0,Gd,Attchd,1962,Fin,2.0,490.0,TA,TA,Y,0,84.0,0,0,0,0,0,3,2008,WD,Normal,171000.0
1262,535403010,20.0,RL,10180,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6.0,1968,1968,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,744.0,Unf,0.0,168.0,912.0,GasA,TA,Y,SBrkr,1044.0,0.0,0,1044,0.0,0.0,1,1,3.0,1,TA,5,Typ,1.0,Fa,Attchd,1990,Fin,2.0,372.0,TA,TA,Y,200,48.0,0,0,0,0,0,6,2008,WD,Normal,139000.0
